"date_prod","mast_id","well_id","state_name","dist_name","county_sl","wellnam_sl","wellnum_sl","legal_sl","sec_sl","twn_sl","twndir_sl","rng_sl","rngdir_sl","ftg1_sl","ftg1dir_sl","ftg1ref_sl","ftg2_sl","ftg2dir_sl","ftg2ref_sl","qtrsec_sl","ftgcor_sl","crtrqd1_sl","crtrqd2_sl","abstno_sl","blknam_sl","blknum_sl","srvynam_sl","srvynum_sl","well_ornt","county_bh","legal_bh","sec_bh","twn_bh","twndir_bh","rng_bh","rngdir_bh","ftg1_bh","ftg1dir_bh","ftg1ref_bh","ftg2_bh","ftg2dir_bh","ftg2ref_bh","qtrsec_bh","ftgcor_bh","crtrqd1_bh","crtrqd2_bh","abstno_bh","blknam_bh","blknum_bh","srvynam_bh","srvynum_bh","field_1","field_2","field_3","field_4","field_5","api_num","perm_num","well_purp","well_class","work_type","h2s_gas","date_post","date_aprv","well_prox","p_t_d","add_info","recrd_stat","map_ref","well_long","well_lat","oper_name","oper_cont","oper_phone","oper_addr","oper_city","oper_state","oper_zip"
"2013-05-14","1270441","1270441","AR","  ","CLEBURNE       ","BITTLE                        ","2-22 H                   ","22-11N-11W-275FNL-1888FWL                                   ","22  ","11 ","N","11 ","W","275  ","FNL   ","          ","1888 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CLEBURNE       ","22-11N-11W-560FSL-690FWL                                    ","22  ","11 ","N","11 ","W","560  ","FSL   ","          ","690  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-023-10922-  ","46596   ","   ","GAS ","OD                  ",False,"2013-05-09","2013-05-08",".7 MI E OF GREERS FERRY       ",2602,"                                                  ","APRV",1,-92.152615,35.578577,"XTO ENERGY, INC.                       ","KENT SAMS/GREG BATES/KEITH SIMPSON","405-232-4011","210 PARK AVENUE, SUITE 2350             ","OKLAHOMA CITY            ","OK","73102-5683"
"2013-05-14","1270496","1270496","AR","  ","CLEBURNE       ","BITTLE                        ","3-22 H                   ","22-11N-11W-275FNL-1906FWL                                   ","22  ","11 ","N","11 ","W","275  ","FNL   ","          ","1906 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CLEBURNE       ","22-11N-11W-560FSL-1290FWL                                   ","22  ","11 ","N","11 ","W","560  ","FSL   ","          ","1290 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-023-10923-  ","46597   ","   ","GAS ","OD                  ",False,"2013-05-09","2013-05-08",".7 MI E OF GREERS FERRY       ",2602,"                                                  ","APRV",1,-92.152555,35.578577,"XTO ENERGY, INC.                       ","KENT SAMS/GREG BATES/KEITH SIMPSON","405-232-4011","210 PARK AVENUE, SUITE 2350             ","OKLAHOMA CITY            ","OK","73102-5683"
"2013-05-14","1270497","1270497","AR","  ","CLEBURNE       ","BITTLE                        ","4-22 H                   ","22-11N-11W-275FNL-1924FWL                                   ","22  ","11 ","N","11 ","W","275  ","FNL   ","          ","1924 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CLEBURNE       ","22-11N-11W-560FSL-1890FWL                                   ","22  ","11 ","N","11 ","W","560  ","FSL   ","          ","1890 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-023-10924-  ","46598   ","   ","GAS ","OD                  ",False,"2013-05-09","2013-05-08",".7 MI E OF GREERS FERRY       ",2602,"                                                  ","APRV",1,-92.152494,35.578577,"XTO ENERGY, INC.                       ","KENT SAMS/GREG BATES/KEITH SIMPSON","405-232-4011","210 PARK AVENUE, SUITE 2350             ","OKLAHOMA CITY            ","OK","73102-5683"
"2013-05-14","1271404","1271404","AR","  ","CLEBURNE       ","WOOD LUMBER                   ","2-18 H19                 ","18-9N-9W-1510FSL-1332FEL                                    ","18  ","9  ","N","9  ","W","1510 ","FSL   ","          ","1332 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CLEBURNE       ","19-9N-9W-2519FSL-890FEL                                     ","19  ","9  ","N","9  ","W","2519 ","FSL   ","          ","890  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-023-10926-  ","46617   ","   ","GAS ","OD                  ",False,"2013-05-13","2013-05-13","6.2 MI SE OF HEBER SPRINGS    ",4770,"                                                  ","APRV",1,-91.997063,35.407656,"XTO ENERGY, INC.                       ","KENT SAMS/GREG BATES/KEITH SIMPSON","405-232-4011","210 PARK AVENUE, SUITE 2350             ","OKLAHOMA CITY            ","OK","73102-5683"
"2013-05-14","1271401","1271401","AR","  ","COLUMBIA       ","ALEXANDER                     ","4                        ","8-17S-19W-280FSL-1033FEL                                    ","8   ","17 ","S","19 ","W","280  ","FSL   ","          ","1033 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","COLUMBIA       ","8-17S-19W-280FSL-1033FEL                                    ","8   ","17 ","S","19 ","W","280  ","FSL   ","          ","1033 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VILLAGE             ","                    ","                    ","                    ","                    ","03-027-11936-  ","46622   ","   ","OIL ","OD                  ",False,"2013-05-13","2013-05-13","12 MI E OF MAGNOLIA           ",4900,"                                                  ","APRV",1,-93.09074,33.265253,"RED OAK OPERATING, LLC                 ","MARK C. THOMAS                    ","870-310-4254","5310 RED OAK DRIVE                      ","EL DORADO                ","AR","71730-8509"
"2013-05-14","1270530","1270530","AR","  ","COLUMBIA       ","JONES                         ","2                        ","18-18S-21W                                                  ","18  ","18 ","S","21 ","W","     ","      ","          ","     ","      ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","COLUMBIA       ","18-18S-21W                                                  ","18  ","18 ","S","21 ","W","     ","      ","          ","     ","      ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","DORCHEAT MACEDONIA  ","                    ","                    ","                    ","                    ","03-027-10853-  ","26652   ","   ","OIL ","RC                  ",False,"2013-05-09","2013-04-17","                              ",9158,"                                                  ","APRV",1,-93.321283,33.176326,"BONANZA CREEK ENERGY RESOURCES, LLC    ","RICHARD POMRENKE/JOHN LARSON      ","713-337-1250","4 HOUSTON CENTER,1331 LAMAR, SUITE 1135 ","HOUSTON                  ","TX","77010     "
"2013-05-14","1271402","1271402","AR","  ","SEBASTIAN      ","MCGEE                         ","15-35X36                 ","35-6N-30W-1320FSL-250FEL                                    ","35  ","6  ","N","30 ","W","1320 ","FSL   ","          ","250  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","SEBASTIAN      ","35-6N-30W-1320FSL-250FEL                                    ","35  ","6  ","N","30 ","W","1320 ","FSL   ","          ","250  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-44                ","                    ","                    ","                    ","                    ","03-131-11572-  ","46616   ","   ","GAS ","OD                  ",False,"2013-05-13","2013-05-13","7 MI SE OF GREENWOOD          ",7200,"                                                  ","APRV",1,-94.157898,35.147467,"STEPHENS PRODUCTION COMPANY            ","GARY GARRETT/SAM HALL             ","479-783-4191","P.O. BOX 2407                           ","FORT SMITH               ","AR","72902-2407"
"2013-05-14","1271435","1271435","AR","  ","SEBASTIAN      ","HOLLAND                       ","5-24                     ","24-6N-31W-660FSL-1000FWL                                    ","24  ","6  ","N","31 ","W","660  ","FSL   ","          ","1000 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","SEBASTIAN      ","24-6N-31W-660FSL-1000FWL                                    ","24  ","6  ","N","31 ","W","660  ","FSL   ","          ","1000 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-44                ","                    ","                    ","                    ","                    ","03-131-11573-  ","46623   ","   ","GAS ","OD                  ",False,"2013-05-13","2013-05-13","2.5 MI S OF GREENWOOD         ",6700,"                                                  ","APRV",1,-94.261938,35.176836,"STEPHENS PRODUCTION COMPANY            ","GARY GARRETT/SAM HALL             ","479-783-4191","P.O. BOX 2407                           ","FORT SMITH               ","AR","72902-2407"
"2013-05-14","1271436","1271436","AR","  ","UNION          ","CORLEY                        ","2                        ","7-16S-16W-1022FSL-2262FWL                                   ","7   ","16 ","S","16 ","W","1022 ","FSL   ","          ","2262 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","UNION          ","7-16S-16W-1022FSL-2262FWL                                   ","7   ","16 ","S","16 ","W","1022 ","FSL   ","          ","2262 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","SMACKOVER           ","                    ","                    ","                    ","                    ","03-139-13422-  ","46620   ","   ","OIL ","OD                  ",False,"2013-05-13","2013-05-13","3.5 MI E OF SMACKOVER         ",2800,"                                                  ","APRV",1,-92.796968,33.342604,"R. MCNEELY OIL COMPANY                 ","RANDY MCNEELY                     ","870-510-7254","2903 MOUNT HOLLY HIGHWAY                ","SMACKOVER                ","AR","71762     "
"2013-05-14","1271437","1271437","AR","  ","UNION          ","LYLE                          ","13                       ","3-16S-15W                                                   ","3   ","16 ","S","15 ","W","     ","      ","          ","     ","      ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","UNION          ","3-16S-15W                                                   ","3   ","16 ","S","15 ","W","     ","      ","          ","     ","      ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","SMACKOVER           ","                    ","                    ","                    ","                    ","03-139-11454-  ","27315   ","   ","OIL ","RC                  ",False,"2013-05-13","2013-05-10","                              ",2810,"                                                  ","APRV",1,-92.639806,33.360506,"ARKLATX OPERATING COMPANY, INC.        ","KEN HILL                          ","318-995-0502","P.O. BOX 450                            ","OIL CITY                 ","LA","71061-0450"
